Header Information
file_number,3
data_file,ICI_current_dependency.csv
Battery,0042
temperature,25.0
Current,-2.0
Machine,HPT
step,27
Direction,DCH

SOC_%,Voltage_V,Capacity_Ah,R_0_Ohm,tau_R0_s,RC_Ohm,tau_RC_s,sigma_Ohm/s^0.5,k_Ohm/s^0.5,R_diffusion_Ohm,R_squared
0.0,2.6499810000000004,-0.4379145300578826,nan,nan,nan,nan,nan,nan,nan,nan
2.543395083133095,2.8719260912018982,-0.35696401761822627,0.024984512519333674,0.00024044318949543048,0.005799065626235855,0.04979502217796993,0.004825938132237768,0.007701083054204664,0.030783578145569528,0.9990773596024702
4.115276556870955,2.9548598900481395,-0.30693458584125866,0.02430583956751188,0.00021112738914454382,0.004209084522577058,0.024567842073383674,0.004196736556146245,0.006697022607812153,0.028514924090088937,0.9991527543048254
5.6871581607457085,3.020963010864961,-0.2569051499223281,0.02374868520424923,0.00019114277841091027,0.003586703088173433,0.015725311897482705,0.003622985349046735,0.005781448148038741,0.027335388292422665,0.9990970891994713
7.2590415662988645,3.075521788113535,-0.20687565666004934,0.02342311993981117,0.00018208774797735604,0.0031518465745076795,0.01316609663996751,0.00312570550112427,0.004987904321927277,0.02657496651431885,0.9989076469626932
8.830922886520984,3.119604487914779,-0.15684622976914053,0.02325501525894364,0.00017590069104987763,0.00282501820495478,0.011771685840810078,0.0029296790954755274,0.004675091436773655,0.026080033463898422,0.9988938989699709
10.402805934899902,3.1620345369294327,-0.1068167478749098,0.02316591139435475,0.0001740569748465329,0.0025948418520652097,0.01107108009936742,0.0028588074267198024,0.004561996616176599,0.025760753246419958,0.9989165893658097
11.974687642599923,3.2017615841915785,-0.056787308651455884,0.023099104504550872,0.0001712761434285293,0.002417965653818943,0.01023835583170438,0.002800810190697232,0.004469446417793301,0.025517070158369817,0.9989878154504483
13.546569243221624,3.236908618607525,-0.006757872836062628,0.023028670452936818,0.00016901292631871101,0.0022473392346628773,0.009469481153135036,0.0027483665455890253,0.004385758468305176,0.025276009687599695,0.9990327663363787
15.118450587386995,3.266874470615243,0.043271554816905734,0.022955766287276372,0.00016709102885051718,0.0020941633242214895,0.008587912781273539,0.0026988959942131586,0.004306814889990758,0.02504992961149786,0.9990867330501353
16.690332128342618,3.2919741367390722,0.09330098873326281,0.022882378591816847,0.00016339385541885932,0.0019649938391724255,0.0077731552445545705,0.002661427534499159,0.004247023878945029,0.024847372430989275,0.999133996285964
18.262213974519955,3.31352687527702,0.14333043236413648,0.022823112405626927,0.00016220388233893318,0.0018476422801770804,0.007323395844971947,0.0026148192743930443,0.004172647856655923,0.024670754685804007,0.9991125895866382
19.834079988092206,3.332920716920047,0.1933593720790029,0.022788494945736516,0.00016125959726414948,0.0017304601408434925,0.007103716674070686,0.0025562620647811194,0.004079204069709819,0.024518955086580013,0.9990045240443856
21.40596176855017,3.3510859887165996,0.24338881361817766,0.022823269848399417,0.00016312743047520927,0.001590095089276519,0.007632591454095057,0.0024878192008938875,0.00396998506092431,0.024413364937675937,0.9988382278555958
22.977837576600344,3.3682662945757715,0.2934180650691217,0.022862729674651572,0.00016425112620353734,0.0014674207127819533,0.008361993695509341,0.002416961532211772,0.003856912581212421,0.024330150387433528,0.998597641135131
24.54971927739138,3.3845120106873834,0.34344750407267827,0.02297343154281393,0.00016818357771258732,0.001307758472838408,0.010377551010481831,0.0023410981333437616,0.003735852111838791,0.02428119001565234,0.9982945457319636
26.121600836572334,3.399783518341341,0.39347693856910637,0.02323600271097327,0.0001789924213864736,0.0010779943612376714,0.019017693802607708,0.0022539917483490168,0.003596850432369476,0.02431399707221094,0.9980010788962196
27.693482113635724,3.4141239513333814,0.4435063640863703,0.023208835344994565,0.0001781039621446306,0.001087253927031,0.01848627169992109,0.002189530308230498,0.0034939848566941066,0.024296089272025565,0.9976770637885735
29.265365826581117,3.427544301709601,0.4935358671322487,0.023197600061348734,0.00017695720158070937,0.001097948385623652,0.0181090326792466,0.002135781854817321,0.003408214734403295,0.024295548446972386,0.9973659488812803
30.837160686386643,3.4402355845492,0.5435625421836674,0.02319561900865376,0.00017603230753720706,0.0011013787794382176,0.017770737968930292,0.0020986252581554356,0.0033489213847862995,0.024296997788091974,0.9971456632939867
32.40892036505616,3.4524428109014527,0.5935880974991053,0.023200770997400744,0.00017522947280499532,0.0010977787050512609,0.017335428355160273,0.0020811305547133786,0.0033210038772418155,0.024298549702452002,0.9970435279148934
33.980802044186134,3.4644565290524962,0.6436175358132391,0.02321107457542592,0.00017521458181830947,0.0010845288041058036,0.01718945412625165,0.002081307172379829,0.003321285718260267,0.024295603379531724,0.9970828912699553
35.55268345094363,3.476517269265405,0.6936469654583732,0.023217223865041724,0.0001749272872258806,0.0010667877041493398,0.016810854651488818,0.0020951533554831553,0.0033433810297086542,0.024284011569191067,0.9971663597886825
37.124564763619205,3.4888223689709865,0.7436763921090924,0.023219596718549104,0.00017456912926739544,0.001047384020084781,0.016447542153043622,0.0021158326736855164,0.0033763804471518416,0.024266980738633884,0.9972759698559153
38.69644644210263,3.501529948820319,0.7937058304026484,0.023213108128952054,0.00017482358670852197,0.0010285396212287967,0.016125830787584422,0.0021385746387133104,0.003412671372707833,0.02424164775018085,0.9973570440804037
40.268328188312,3.5147509166291675,0.8437352708517679,0.023203253559052995,0.00017430034720214768,0.0010127687409241164,0.016031527064207667,0.0021594798110030878,0.003446031201129707,0.024216022299977113,0.9974149991291211
41.84020999703621,3.5285735191331575,0.8937647132905934,0.023185699333306158,0.00017306522350521073,0.0010039616149829927,0.01563796880381593,0.0021799270740409196,0.0034786603121068293,0.02418966094828915,0.9974250183841953
43.412091557287894,3.543090519071465,0.9437941478211004,0.023170883049108804,0.00017226811288971786,0.0009940857938632681,0.015403323164541276,0.002199123535663667,0.0035092934328084992,0.024164968842972073,0.9974445489202448
44.98397324940206,3.558344442785404,0.9938235865484917,0.023153816596522353,0.000171869205885594,0.000984764152365584,0.015374801404493103,0.0022172844875164854,0.0035382741189941952,0.024138580748887934,0.9974543519070224
46.5558546642231,3.5742584008722322,1.04385301645027,0.02313586837006775,0.00017094213371020045,0.0009785024860547871,0.01513730014435382,0.002235093383654941,0.0035666930055418262,0.02411437085612254,0.9974471260422082
48.12773060165111,3.5906808764163287,1.0938822720190182,0.023126241056296213,0.0001713074337552621,0.0009722664360698478,0.01506394782063624,0.002248961037656943,0.003588822579587333,0.02409850749236606,0.9974458999769679
49.69961219521721,3.6073615177551237,1.1439117076098475,0.02311048980285421,0.00017070214697280183,0.0009711133088900448,0.015102510668942906,0.002258146276075132,0.0036034800994296655,0.024081603111744256,0.9974206755155682
51.27149387917614,3.6240146550201424,1.1939411460776763,0.023097555864672565,0.00017130960965951284,0.0009712577945930732,0.01496503478492865,0.002262242033812347,0.0036100159831562906,0.024068813659265637,0.9973864549926241
52.84337564702157,3.6404372810580052,1.2439705872154225,0.02308815910349827,0.00017020832318703002,0.000972978358440615,0.014941839478356004,0.002261737220913742,0.0036092104183205087,0.024061137461938883,0.9973459831005355
54.415257086211305,3.6565441409693045,1.2940000178928015,0.023076497349368924,0.00017017944449996145,0.000977956619346927,0.014927975764407351,0.0022589516587276535,0.003604765304197636,0.02405445396871585,0.997317652527643
55.98713844843569,3.6722732623753513,1.3440294461205473,0.023075386465989823,0.0001712064346172979,0.0009762672393011292,0.01505959292986688,0.00225551174709351,0.003599275999430818,0.02405165370529095,0.9972875600978568
57.559020139865126,3.687594120199665,1.3940588848261455,0.023071045410013043,0.00017046505460749958,0.0009768024424578177,0.015179954171166934,0.0022521784592745464,0.003593956841655891,0.024047847852470862,0.9972594579775664
59.13090176347993,3.702401671229417,1.4440883213733573,0.023066728567771866,0.0001705096900907396,0.0009837943760967202,0.015149720840452411,0.0022476718475779784,0.003586765329867441,0.024050522943868585,0.9972393674729647
60.7027838593591,3.7165641023223923,1.4941177729516752,0.02307650685329994,0.00017078674774370563,0.000981985691481293,0.015193027689991579,0.0022420087530341517,0.0035777283384616685,0.024058492544781235,0.9972196942662969
62.27466742535502,3.730011869286563,1.5441472713204842,0.023082696197655114,0.0001708912079181059,0.0009901967419822253,0.01512245946335839,0.002235166756320514,0.0035668100913759174,0.02407289293963734,0.9971926903279753
63.846548970130016,3.7427674678464973,1.5941767053584035,0.02309791958906467,0.00017122930077928745,0.0009935333869459978,0.01527119658175109,0.002227221929182814,0.003554131981553081,0.024091452976010667,0.9971615201845491
65.41843094968816,3.7549629431906877,1.6442061532344865,0.02311386529773831,0.0001715162948588569,0.0009987681677564428,0.01540298200012406,0.0022196731264628473,0.003542085835267464,0.024112633465494752,0.9971125449512427
66.99031283502333,3.766846619896017,1.6942355981116657,0.023131720690048554,0.00017182817751537548,0.0010052166607809555,0.015511669169540398,0.0022128022558725938,0.003531121512140989,0.024136937350829512,0.997057081206154
68.56219411282706,3.7787647303917558,1.7442650236524928,0.023148160490803694,0.00017205072121473738,0.0010154396461137525,0.0156690942459038,0.0022104459013312368,0.0035273613143243358,0.024163600136917446,0.9969997355459714
70.13407589137141,3.791162423556018,1.7942944651307617,0.023165615394960957,0.00017244547913054648,0.0010208112100562198,0.015790081930273737,0.0022175103067795725,0.003538634474401293,0.024186426605017176,0.9969695455418603
71.70595713813078,3.804529833982998,1.8443238896835172,0.023182008944610536,0.00017274887807770638,0.0010217210247183714,0.015907164923057705,0.0022403360188984816,0.00357505904097931,0.02420372996932891,0.9970196807499829
73.27784065882176,3.819321172942589,1.8943533866103723,0.02319630226576153,0.00017385287641201168,0.0010177781577714044,0.016041801683429637,0.0022781499258758458,0.0036354013061010593,0.024214080423532933,0.9971129292123685
74.84972243816325,3.8356750923671865,1.9443828281140123,0.023210897402262686,0.00017465877902244324,0.001019776086503747,0.01613731217196255,0.0023242010697442465,0.0037088882995008764,0.024230673488766435,0.9971711025398287
76.42160364735193,3.853390562323334,1.994412251470978,0.02323413578207188,0.00017527216917410704,0.0010235838316811302,0.01643668774521979,0.002371117322323073,0.003783755806667623,0.02425771961375301,0.9972324946816773
